brand,id,price,start_time,start_day,end_day,end_time,trip_time,destination,hand_luggage,checked_baggage,crawl_date
VietJet Air,PQC0140,1.146.000 VND/khách,17:10,10 thg 5,10 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0025,1.283.000 VND/khách,05:55,10 thg 5,10 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0096,1.283.000 VND/khách,14:05,10 thg 5,10 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0117,1.283.000 VND/khách,15:40,10 thg 5,10 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0074,1.399.000 VND/khách,11:35,10 thg 5,10 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
Vietnam Airlines,PQC0277,1.479.205 VND/khách,15:05,10 thg 5,10 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0258,1.535.463 VND/khách,13:05,10 thg 5,10 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
VietJet Air,PQC0050,1.567.000 VND/khách,09:20,10 thg 5,10 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
Vietnam Airlines,PQC0234,1.860.970 VND/khách,10:25,10 thg 5,10 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0190,1.917.142 VND/khách,05:40,10 thg 5,10 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0211,1.976.434 VND/khách,08:10,10 thg 5,10 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Bamboo Airways,PQC0008,829.158 VND/khách,16:30,11 thg 5,11 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
Vietravel Airlines,PQC0332,767.292 VND/khách,17:25,11 thg 5,11 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0118,814.000 VND/khách,15:40,11 thg 5,11 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0141,814.000 VND/khách,17:10,11 thg 5,11 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0026,1.037.000 VND/khách,05:55,11 thg 5,11 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0051,1.142.000 VND/khách,09:20,11 thg 5,11 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0075,1.142.000 VND/khách,11:35,11 thg 5,11 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
VietJet Air,PQC0097,1.142.000 VND/khách,14:05,11 thg 5,11 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-01
Vietnam Airlines,PQC0191,1.142.171 VND/khách,05:40,11 thg 5,11 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0310,1.142.171 VND/khách,20:20,11 thg 5,11 thg 5,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0259,1.254.516 VND/khách,13:05,11 thg 5,11 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0278,1.254.516 VND/khách,15:05,11 thg 5,11 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0235,1.366.860 VND/khách,10:25,11 thg 5,11 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Vietnam Airlines,PQC0212,1.479.205 VND/khách,08:10,11 thg 5,11 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-01
Bamboo Airways,PQC0003,1.245.267 VND/khách,16:30,03 thg 5,03 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietravel Airlines,PQC0324,1.065.330 VND/khách,17:25,03 thg 5,03 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0018,1.165.000 VND/khách,05:55,03 thg 5,03 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0037,1.165.000 VND/khách,08:25,03 thg 5,03 thg 5,09:30,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0133,1.310.000 VND/khách,17:10,03 thg 5,03 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0293,1.411.137 VND/khách,17:25,03 thg 5,03 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0183,1.527.121 VND/khách,05:40,03 thg 5,03 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0306,1.527.121 VND/khách,20:20,03 thg 5,03 thg 5,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0247,1.527.121 VND/khách,12:20,03 thg 5,03 thg 5,13:25,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0270,1.527.121 VND/khách,15:05,03 thg 5,03 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0089,1.563.000 VND/khách,14:05,03 thg 5,03 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0110,1.563.000 VND/khách,15:40,03 thg 5,03 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0204,1.580.789 VND/khách,08:10,03 thg 5,03 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0043,1.790.000 VND/khách,09:20,03 thg 5,03 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0067,1.790.000 VND/khách,11:35,03 thg 5,03 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0252,1.921.252 VND/khách,13:05,03 thg 5,03 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0227,1.979.244 VND/khách,10:25,03 thg 5,03 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Bamboo Airways,PQC0004,1.013.756 VND/khách,16:30,04 thg 5,04 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0019,1.035.000 VND/khách,05:55,04 thg 5,04 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0111,1.143.000 VND/khách,15:40,04 thg 5,04 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0134,1.143.000 VND/khách,17:10,04 thg 5,04 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0184,1.156.842 VND/khách,05:40,04 thg 5,04 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0320,1.241.757 VND/khách,21:00,04 thg 5,04 thg 5,22:00,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0044,1.281.000 VND/khách,09:20,04 thg 5,04 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0068,1.281.000 VND/khách,11:35,04 thg 5,04 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0090,1.281.000 VND/khách,14:05,04 thg 5,04 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0271,1.368.630 VND/khách,15:05,04 thg 5,04 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0205,1.379.619 VND/khách,08:10,04 thg 5,04 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0294,1.379.619 VND/khách,17:25,04 thg 5,04 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0228,1.700.298 VND/khách,10:25,04 thg 5,04 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0253,1.729.269 VND/khách,13:05,04 thg 5,04 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietravel Airlines,PQC0325,1.901.235 VND/khách,17:25,04 thg 5,04 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Bamboo Airways,PQC0005,869.953 VND/khách,16:30,05 thg 5,05 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietravel Airlines,PQC0326,812.963 VND/khách,17:25,05 thg 5,05 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0170,1.010.988 VND/khách,05:25,05 thg 5,05 thg 5,06:20,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0020,1.034.000 VND/khách,05:55,05 thg 5,05 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0135,1.034.000 VND/khách,17:10,05 thg 5,05 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0091,1.142.000 VND/khách,14:05,05 thg 5,05 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0112,1.142.000 VND/khách,15:40,05 thg 5,05 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0185,1.159.839 VND/khách,05:40,05 thg 5,05 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0308,1.248.750 VND/khách,20:20,05 thg 5,05 thg 5,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0045,1.280.000 VND/khách,09:20,05 thg 5,05 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0069,1.280.000 VND/khách,11:35,05 thg 5,05 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0272,1.386.612 VND/khách,15:05,05 thg 5,05 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0254,1.502.496 VND/khách,13:05,05 thg 5,05 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0229,1.580.789 VND/khách,10:25,05 thg 5,05 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0206,1.788.210 VND/khách,08:10,05 thg 5,05 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietravel Airlines,PQC0327,875.805 VND/khách,17:25,06 thg 5,06 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0021,1.034.000 VND/khách,05:55,06 thg 5,06 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0113,1.034.000 VND/khách,15:40,06 thg 5,06 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0136,1.034.000 VND/khách,17:10,06 thg 5,06 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0186,1.114.884 VND/khách,05:40,06 thg 5,06 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0064,1.142.000 VND/khách,11:30,06 thg 5,06 thg 5,12:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0070,1.142.000 VND/khách,11:35,06 thg 5,06 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0092,1.142.000 VND/khách,14:05,06 thg 5,06 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0273,1.267.731 VND/khách,15:05,06 thg 5,06 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0046,1.280.000 VND/khách,09:20,06 thg 5,06 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0207,1.379.619 VND/khách,08:10,06 thg 5,06 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0255,1.475.523 VND/khách,13:05,06 thg 5,06 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0230,1.490.508 VND/khách,10:25,06 thg 5,06 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Bamboo Airways,PQC0006,754.708 VND/khách,16:30,07 thg 5,07 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietravel Airlines,PQC0328,746.130 VND/khách,17:25,07 thg 5,07 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0137,815.000 VND/khách,17:10,07 thg 5,07 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0022,1.034.000 VND/khách,05:55,07 thg 5,07 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0114,1.034.000 VND/khách,15:40,07 thg 5,07 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0187,1.118.880 VND/khách,05:40,07 thg 5,07 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0093,1.142.000 VND/khách,14:05,07 thg 5,07 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0047,1.280.000 VND/khách,09:20,07 thg 5,07 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0071,1.280.000 VND/khách,11:35,07 thg 5,07 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0208,1.368.630 VND/khách,08:10,07 thg 5,07 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0231,1.479.519 VND/khách,10:25,07 thg 5,07 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0274,1.479.519 VND/khách,15:05,07 thg 5,07 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0256,1.785.213 VND/khách,13:05,07 thg 5,07 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietravel Airlines,PQC0329,953.610 VND/khách,17:25,08 thg 5,08 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0023,1.034.000 VND/khách,05:55,08 thg 5,08 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0188,1.267.731 VND/khách,05:40,08 thg 5,08 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0094,1.280.000 VND/khách,14:05,08 thg 5,08 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0115,1.280.000 VND/khách,15:40,08 thg 5,08 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0038,1.280.000 VND/khách,08:25,08 thg 5,08 thg 5,09:30,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0138,1.280.000 VND/khách,17:10,08 thg 5,08 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0155,1.280.000 VND/khách,17:40,08 thg 5,08 thg 5,18:45,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0275,1.379.619 VND/khách,15:05,08 thg 5,08 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0048,1.396.000 VND/khách,09:20,08 thg 5,08 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0072,1.396.000 VND/khách,11:35,08 thg 5,08 thg 5,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0209,1.580.789 VND/khách,08:10,08 thg 5,08 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0257,1.580.789 VND/khách,13:05,08 thg 5,08 thg 5,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Vietnam Airlines,PQC0232,1.703.295 VND/khách,10:25,08 thg 5,08 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
Bamboo Airways,PQC0007,1.222.830 VND/khách,16:30,09 thg 5,09 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietravel Airlines,PQC0330,1.144.133 VND/khách,17:25,09 thg 5,09 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0139,1.281.000 VND/khách,17:10,09 thg 5,09 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0024,1.396.000 VND/khách,05:55,09 thg 5,09 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
VietJet Air,PQC0116,1.396.000 VND/khách,15:40,09 thg 5,09 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0309,1.491.507 VND/khách,20:20,09 thg 5,09 thg 5,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
VietJet Air,PQC0095,1.564.000 VND/khách,14:05,09 thg 5,09 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-02
Vietnam Airlines,PQC0276,1.580.789 VND/khách,15:05,09 thg 5,09 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-05-02
