id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,hand_luggage,checked_baggage,crawl_date
PQC0249,Vietnam Airlines,1.736.262 VND/khách,13:00,09 thg 5,14:00,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0233,Vietnam Airlines,1.860.970 VND/khách,10:25,09 thg 5,11:25,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0210,Vietnam Airlines,2.004.993 VND/khách,08:10,09 thg 5,08:55,09 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0331,Vietravel Airlines,967.575 VND/khách,17:25,10 thg 5,18:25,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0140,VietJet Air,1.146.000 VND/khách,17:10,10 thg 5,18:15,10 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0025,VietJet Air,1.283.000 VND/khách,05:55,10 thg 5,06:55,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0096,VietJet Air,1.283.000 VND/khách,14:05,10 thg 5,15:05,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0117,VietJet Air,1.283.000 VND/khách,15:40,10 thg 5,16:40,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0074,VietJet Air,1.399.000 VND/khách,11:35,10 thg 5,12:35,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0277,Vietnam Airlines,1.479.205 VND/khách,15:05,10 thg 5,16:10,10 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0258,Vietnam Airlines,1.535.463 VND/khách,13:05,10 thg 5,14:00,10 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0050,VietJet Air,1.567.000 VND/khách,09:20,10 thg 5,10:20,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0234,Vietnam Airlines,1.860.970 VND/khách,10:25,10 thg 5,11:25,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0190,Vietnam Airlines,1.917.142 VND/khách,05:40,10 thg 5,06:40,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0211,Vietnam Airlines,1.976.434 VND/khách,08:10,10 thg 5,08:55,10 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0008,Bamboo Airways,829.158 VND/khách,16:30,11 thg 5,17:30,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0332,Vietravel Airlines,767.292 VND/khách,17:25,11 thg 5,18:25,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0118,VietJet Air,814.000 VND/khách,15:40,11 thg 5,16:40,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0141,VietJet Air,814.000 VND/khách,17:10,11 thg 5,18:15,11 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0026,VietJet Air,1.037.000 VND/khách,05:55,11 thg 5,06:55,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0051,VietJet Air,1.142.000 VND/khách,09:20,11 thg 5,10:20,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0075,VietJet Air,1.142.000 VND/khách,11:35,11 thg 5,12:35,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0097,VietJet Air,1.142.000 VND/khách,14:05,11 thg 5,15:05,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,01-05-2025
PQC0191,Vietnam Airlines,1.142.171 VND/khách,05:40,11 thg 5,06:40,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0310,Vietnam Airlines,1.142.171 VND/khách,20:20,11 thg 5,21:20,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0259,Vietnam Airlines,1.254.516 VND/khách,13:05,11 thg 5,14:00,11 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0278,Vietnam Airlines,1.254.516 VND/khách,15:05,11 thg 5,16:10,11 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0235,Vietnam Airlines,1.366.860 VND/khách,10:25,11 thg 5,11:25,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0212,Vietnam Airlines,1.479.205 VND/khách,08:10,11 thg 5,08:55,11 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,01-05-2025
PQC0003,Bamboo Airways,1.245.267 VND/khách,16:30,03 thg 5,17:30,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0324,Vietravel Airlines,1.065.330 VND/khách,17:25,03 thg 5,18:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0018,VietJet Air,1.165.000 VND/khách,05:55,03 thg 5,06:55,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0037,VietJet Air,1.165.000 VND/khách,08:25,03 thg 5,09:30,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0133,VietJet Air,1.310.000 VND/khách,17:10,03 thg 5,18:15,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0293,Vietnam Airlines,1.411.137 VND/khách,17:25,03 thg 5,18:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0183,Vietnam Airlines,1.527.121 VND/khách,05:40,03 thg 5,06:40,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0306,Vietnam Airlines,1.527.121 VND/khách,20:20,03 thg 5,21:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0247,Vietnam Airlines,1.527.121 VND/khách,12:20,03 thg 5,13:25,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0270,Vietnam Airlines,1.527.121 VND/khách,15:05,03 thg 5,16:10,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0089,VietJet Air,1.563.000 VND/khách,14:05,03 thg 5,15:05,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0110,VietJet Air,1.563.000 VND/khách,15:40,03 thg 5,16:40,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0204,Vietnam Airlines,1.580.789 VND/khách,08:10,03 thg 5,08:55,03 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0043,VietJet Air,1.790.000 VND/khách,09:20,03 thg 5,10:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0067,VietJet Air,1.790.000 VND/khách,11:35,03 thg 5,12:35,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0252,Vietnam Airlines,1.921.252 VND/khách,13:05,03 thg 5,14:00,03 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0227,Vietnam Airlines,1.979.244 VND/khách,10:25,03 thg 5,11:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0004,Bamboo Airways,1.013.756 VND/khách,16:30,04 thg 5,17:30,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0019,VietJet Air,1.035.000 VND/khách,05:55,04 thg 5,06:55,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0111,VietJet Air,1.143.000 VND/khách,15:40,04 thg 5,16:40,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0134,VietJet Air,1.143.000 VND/khách,17:10,04 thg 5,18:15,04 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0184,Vietnam Airlines,1.156.842 VND/khách,05:40,04 thg 5,06:40,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0320,Vietnam Airlines,1.241.757 VND/khách,21:00,04 thg 5,22:00,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0044,VietJet Air,1.281.000 VND/khách,09:20,04 thg 5,10:20,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0068,VietJet Air,1.281.000 VND/khách,11:35,04 thg 5,12:35,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0090,VietJet Air,1.281.000 VND/khách,14:05,04 thg 5,15:05,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0271,Vietnam Airlines,1.368.630 VND/khách,15:05,04 thg 5,16:10,04 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0205,Vietnam Airlines,1.379.619 VND/khách,08:10,04 thg 5,08:55,04 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0294,Vietnam Airlines,1.379.619 VND/khách,17:25,04 thg 5,18:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0228,Vietnam Airlines,1.700.298 VND/khách,10:25,04 thg 5,11:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0253,Vietnam Airlines,1.729.269 VND/khách,13:05,04 thg 5,14:00,04 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0325,Vietravel Airlines,1.901.235 VND/khách,17:25,04 thg 5,18:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0005,Bamboo Airways,869.953 VND/khách,16:30,05 thg 5,17:30,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0326,Vietravel Airlines,812.963 VND/khách,17:25,05 thg 5,18:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0170,Vietnam Airlines,1.010.988 VND/khách,05:25,05 thg 5,06:20,05 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 0 kg,02-05-2025
PQC0020,VietJet Air,1.034.000 VND/khách,05:55,05 thg 5,06:55,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0135,VietJet Air,1.034.000 VND/khách,17:10,05 thg 5,18:15,05 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0091,VietJet Air,1.142.000 VND/khách,14:05,05 thg 5,15:05,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0112,VietJet Air,1.142.000 VND/khách,15:40,05 thg 5,16:40,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0185,Vietnam Airlines,1.159.839 VND/khách,05:40,05 thg 5,06:40,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0308,Vietnam Airlines,1.248.750 VND/khách,20:20,05 thg 5,21:20,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0045,VietJet Air,1.280.000 VND/khách,09:20,05 thg 5,10:20,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0069,VietJet Air,1.280.000 VND/khách,11:35,05 thg 5,12:35,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0272,Vietnam Airlines,1.386.612 VND/khách,15:05,05 thg 5,16:10,05 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0254,Vietnam Airlines,1.502.496 VND/khách,13:05,05 thg 5,14:00,05 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0229,Vietnam Airlines,1.580.789 VND/khách,10:25,05 thg 5,11:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0206,Vietnam Airlines,1.788.210 VND/khách,08:10,05 thg 5,08:55,05 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0327,Vietravel Airlines,875.805 VND/khách,17:25,06 thg 5,18:25,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0021,VietJet Air,1.034.000 VND/khách,05:55,06 thg 5,06:55,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0113,VietJet Air,1.034.000 VND/khách,15:40,06 thg 5,16:40,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0136,VietJet Air,1.034.000 VND/khách,17:10,06 thg 5,18:15,06 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0186,Vietnam Airlines,1.114.884 VND/khách,05:40,06 thg 5,06:40,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0064,VietJet Air,1.142.000 VND/khách,11:30,06 thg 5,12:30,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0070,VietJet Air,1.142.000 VND/khách,11:35,06 thg 5,12:35,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0092,VietJet Air,1.142.000 VND/khách,14:05,06 thg 5,15:05,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0273,Vietnam Airlines,1.267.731 VND/khách,15:05,06 thg 5,16:10,06 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0046,VietJet Air,1.280.000 VND/khách,09:20,06 thg 5,10:20,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0207,Vietnam Airlines,1.379.619 VND/khách,08:10,06 thg 5,08:55,06 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0255,Vietnam Airlines,1.475.523 VND/khách,13:05,06 thg 5,14:00,06 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0230,Vietnam Airlines,1.490.508 VND/khách,10:25,06 thg 5,11:25,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0006,Bamboo Airways,754.708 VND/khách,16:30,07 thg 5,17:30,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0328,Vietravel Airlines,746.130 VND/khách,17:25,07 thg 5,18:25,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0137,VietJet Air,815.000 VND/khách,17:10,07 thg 5,18:15,07 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0022,VietJet Air,1.034.000 VND/khách,05:55,07 thg 5,06:55,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0114,VietJet Air,1.034.000 VND/khách,15:40,07 thg 5,16:40,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0187,Vietnam Airlines,1.118.880 VND/khách,05:40,07 thg 5,06:40,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0093,VietJet Air,1.142.000 VND/khách,14:05,07 thg 5,15:05,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0047,VietJet Air,1.280.000 VND/khách,09:20,07 thg 5,10:20,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0071,VietJet Air,1.280.000 VND/khách,11:35,07 thg 5,12:35,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0208,Vietnam Airlines,1.368.630 VND/khách,08:10,07 thg 5,08:55,07 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0231,Vietnam Airlines,1.479.519 VND/khách,10:25,07 thg 5,11:25,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0274,Vietnam Airlines,1.479.519 VND/khách,15:05,07 thg 5,16:10,07 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0256,Vietnam Airlines,1.785.213 VND/khách,13:05,07 thg 5,14:00,07 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0329,Vietravel Airlines,953.610 VND/khách,17:25,08 thg 5,18:25,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0023,VietJet Air,1.034.000 VND/khách,05:55,08 thg 5,06:55,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0188,Vietnam Airlines,1.267.731 VND/khách,05:40,08 thg 5,06:40,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0094,VietJet Air,1.280.000 VND/khách,14:05,08 thg 5,15:05,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0115,VietJet Air,1.280.000 VND/khách,15:40,08 thg 5,16:40,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0038,VietJet Air,1.280.000 VND/khách,08:25,08 thg 5,09:30,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0138,VietJet Air,1.280.000 VND/khách,17:10,08 thg 5,18:15,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0155,VietJet Air,1.280.000 VND/khách,17:40,08 thg 5,18:45,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0275,Vietnam Airlines,1.379.619 VND/khách,15:05,08 thg 5,16:10,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0048,VietJet Air,1.396.000 VND/khách,09:20,08 thg 5,10:20,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0072,VietJet Air,1.396.000 VND/khách,11:35,08 thg 5,12:35,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0209,Vietnam Airlines,1.580.789 VND/khách,08:10,08 thg 5,08:55,08 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0257,Vietnam Airlines,1.580.789 VND/khách,13:05,08 thg 5,14:00,08 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0232,Vietnam Airlines,1.703.295 VND/khách,10:25,08 thg 5,11:25,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,02-05-2025
PQC0007,Bamboo Airways,1.222.830 VND/khách,16:30,09 thg 5,17:30,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0330,Vietravel Airlines,1.144.133 VND/khách,17:25,09 thg 5,18:25,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0139,VietJet Air,1.281.000 VND/khách,17:10,09 thg 5,18:15,09 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
PQC0024,VietJet Air,1.396.000 VND/khách,05:55,09 thg 5,06:55,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,02-05-2025
