id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,hand_luggage,checked_baggage,crawl_date
PQC0081,VietJet Air,1.840.000 VND/khách,11:35,26 thg 4,12:35,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0219,Vietnam Airlines,1.909.089 VND/khách,08:10,26 thg 4,08:55,26 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0284,Vietnam Airlines,1.942.056 VND/khách,15:05,26 thg 4,16:10,26 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0241,Vietnam Airlines,2.008.989 VND/khách,10:25,26 thg 4,11:25,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0198,Vietnam Airlines,1.362.636 VND/khách,05:40,27 thg 4,06:40,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0012,Bamboo Airways,1.013.756 VND/khách,16:30,27 thg 4,17:30,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0339,Vietravel Airlines,1.056.353 VND/khách,17:25,27 thg 4,18:25,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0033,VietJet Air,1.167.000 VND/khách,05:55,27 thg 4,06:55,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0177,Vietnam Airlines,1.250.748 VND/khách,05:25,27 thg 4,06:20,27 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0319,Vietnam Airlines,1.362.636 VND/khách,20:45,27 thg 4,21:45,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0302,Vietnam Airlines,1.366.632 VND/khách,19:20,27 thg 4,20:20,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0313,Vietnam Airlines,1.496.502 VND/khách,20:20,27 thg 4,21:20,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0125,VietJet Air,1.613.000 VND/khách,15:40,27 thg 4,16:40,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0148,VietJet Air,1.613.000 VND/khách,17:10,27 thg 4,18:15,27 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0285,Vietnam Airlines,1.693.305 VND/khách,15:05,27 thg 4,16:10,27 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0104,VietJet Air,1.725.000 VND/khách,14:05,27 thg 4,15:05,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0082,VietJet Air,1.814.000 VND/khách,11:35,27 thg 4,12:35,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0242,Vietnam Airlines,1.868.130 VND/khách,10:25,27 thg 4,11:25,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0265,Vietnam Airlines,1.909.089 VND/khách,13:05,27 thg 4,14:00,27 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0220,Vietnam Airlines,1.916.082 VND/khách,08:10,27 thg 4,08:55,27 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0199,Vietnam Airlines,1.154.844 VND/khách,05:40,28 thg 4,06:40,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0340,Vietravel Airlines,1.056.353 VND/khách,17:25,28 thg 4,18:25,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0178,Vietnam Airlines,1.154.844 VND/khách,05:25,28 thg 4,06:20,28 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0034,VietJet Air,1.167.000 VND/khách,05:55,28 thg 4,06:55,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0013,Bamboo Airways,1.167.757 VND/khách,16:30,28 thg 4,17:30,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0298,Vietnam Airlines,1.481.517 VND/khách,17:25,28 thg 4,18:25,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0149,VietJet Air,1.613.000 VND/khách,17:10,28 thg 4,18:15,28 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0221,Vietnam Airlines,1.674.324 VND/khách,08:10,28 thg 4,08:55,28 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0314,Vietnam Airlines,1.682.316 VND/khách,20:20,28 thg 4,21:20,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0105,VietJet Air,1.725.000 VND/khách,14:05,28 thg 4,15:05,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0126,VietJet Air,1.725.000 VND/khách,15:40,28 thg 4,16:40,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0059,VietJet Air,1.814.000 VND/khách,09:20,28 thg 4,10:20,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0083,VietJet Air,1.814.000 VND/khách,11:35,28 thg 4,12:35,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0243,Vietnam Airlines,1.916.082 VND/khách,10:25,28 thg 4,11:25,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0286,Vietnam Airlines,1.916.082 VND/khách,15:05,28 thg 4,16:10,28 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0267,Vietnam Airlines,1.990.008 VND/khách,13:05,29 thg 4,14:00,29 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0341,Vietravel Airlines,1.630.913 VND/khách,17:25,29 thg 4,18:25,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0179,Vietnam Airlines,1.778.220 VND/khách,05:25,29 thg 4,06:20,29 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0035,VietJet Air,1.814.000 VND/khách,05:55,29 thg 4,06:55,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0127,VietJet Air,1.814.000 VND/khách,15:40,29 thg 4,16:40,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0040,VietJet Air,1.814.000 VND/khách,08:25,29 thg 4,09:30,29 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0084,VietJet Air,1.840.000 VND/khách,11:35,29 thg 4,12:35,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0106,VietJet Air,1.840.000 VND/khách,14:05,29 thg 4,15:05,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0060,VietJet Air,1.870.000 VND/khách,09:20,29 thg 4,10:20,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0267,Vietnam Airlines,1.990.008 VND/khách,13:05,29 thg 4,14:00,29 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0299,Vietnam Airlines,2.000.997 VND/khách,17:25,29 thg 4,18:25,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0321,Vietnam Airlines,2.000.997 VND/khách,21:05,29 thg 4,22:05,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0287,Vietnam Airlines,2.004.993 VND/khách,15:05,29 thg 4,16:10,29 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0200,Vietnam Airlines,2.012.985 VND/khách,05:40,29 thg 4,06:40,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,20-04-2025
PQC0151,VietJet Air,3.725.250 VND/khách,17:10,30 thg 4,18:15,30 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,20-04-2025
PQC0289,Vietnam Airlines,1.983.015 VND/khách,16:15,01 thg 5,17:15,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0322,Vietravel Airlines,1.882.283 VND/khách,17:25,01 thg 5,18:25,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0131,VietJet Air,1.918.000 VND/khách,17:10,01 thg 5,18:15,01 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0154,VietJet Air,1.918.000 VND/khách,17:40,01 thg 5,18:45,01 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0001,Bamboo Airways,1.934.703 VND/khách,16:30,01 thg 5,17:30,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 20 kg,21-04-2025
PQC0291,Vietnam Airlines,2.004.993 VND/khách,17:25,01 thg 5,18:25,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0292,Vietnam Airlines,1.983.015 VND/khách,17:25,02 thg 5,18:25,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0167,Vietnam Airlines,1.592.406 VND/khách,05:25,02 thg 5,06:20,02 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0002,Bamboo Airways,1.608.343 VND/khách,16:30,02 thg 5,17:30,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0323,Vietravel Airlines,1.630.913 VND/khách,17:25,02 thg 5,18:25,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0017,VietJet Air,1.717.000 VND/khách,05:55,02 thg 5,06:55,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0132,VietJet Air,1.717.000 VND/khách,17:10,02 thg 5,18:15,02 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0109,VietJet Air,1.732.000 VND/khách,15:40,02 thg 5,16:40,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0088,VietJet Air,1.832.000 VND/khách,14:05,02 thg 5,15:05,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0292,Vietnam Airlines,1.983.015 VND/khách,17:25,02 thg 5,18:25,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0301,Vietnam Airlines,1.983.015 VND/khách,19:20,02 thg 5,20:20,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0305,Vietnam Airlines,1.994.004 VND/khách,20:20,02 thg 5,21:20,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0203,Vietnam Airlines,1.998.000 VND/khách,08:10,02 thg 5,08:55,02 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0248,Vietnam Airlines,2.000.997 VND/khách,13:00,02 thg 5,14:00,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0269,Vietnam Airlines,2.000.997 VND/khách,15:05,02 thg 5,16:10,02 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0182,Vietnam Airlines,2.012.985 VND/khách,05:40,02 thg 5,06:40,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0183,Vietnam Airlines,1.477.521 VND/khách,05:40,03 thg 5,06:40,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0003,Bamboo Airways,1.167.757 VND/khách,16:30,03 thg 5,17:30,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0168,Vietnam Airlines,1.258.740 VND/khách,05:25,03 thg 5,06:20,03 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0324,Vietravel Airlines,1.304.730 VND/khách,17:25,03 thg 5,18:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0293,Vietnam Airlines,1.477.521 VND/khách,17:25,03 thg 5,18:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0303,Vietnam Airlines,1.477.521 VND/khách,19:45,03 thg 5,20:45,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0306,Vietnam Airlines,1.704.294 VND/khách,20:20,03 thg 5,21:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0089,VietJet Air,1.717.000 VND/khách,14:05,03 thg 5,15:05,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0037,VietJet Air,1.717.000 VND/khách,08:25,03 thg 5,09:30,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0204,Vietnam Airlines,1.752.246 VND/khách,08:10,03 thg 5,08:55,03 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0018,VietJet Air,1.803.000 VND/khách,05:55,03 thg 5,06:55,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0133,VietJet Air,1.803.000 VND/khách,17:10,03 thg 5,18:15,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0043,VietJet Air,1.832.000 VND/khách,09:20,03 thg 5,10:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0067,VietJet Air,1.832.000 VND/khách,11:35,03 thg 5,12:35,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0110,VietJet Air,1.832.000 VND/khách,15:40,03 thg 5,16:40,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0270,Vietnam Airlines,1.879.119 VND/khách,15:05,03 thg 5,16:10,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0227,Vietnam Airlines,1.912.086 VND/khách,10:25,03 thg 5,11:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0252,Vietnam Airlines,1.975.023 VND/khách,13:05,03 thg 5,14:00,03 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0307,Vietnam Airlines,1.235.763 VND/khách,20:20,04 thg 5,21:20,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0325,Vietravel Airlines,823.935 VND/khách,17:25,04 thg 5,18:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0004,Bamboo Airways,1.013.756 VND/khách,16:30,04 thg 5,17:30,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0019,VietJet Air,1.048.000 VND/khách,05:55,04 thg 5,06:55,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0111,VietJet Air,1.048.000 VND/khách,15:40,04 thg 5,16:40,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0134,VietJet Air,1.048.000 VND/khách,17:10,04 thg 5,18:15,04 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0169,Vietnam Airlines,1.090.908 VND/khách,05:25,04 thg 5,06:20,04 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0090,VietJet Air,1.156.000 VND/khách,14:05,04 thg 5,15:05,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0307,Vietnam Airlines,1.235.763 VND/khách,20:20,04 thg 5,21:20,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0184,Vietnam Airlines,1.239.759 VND/khách,05:40,04 thg 5,06:40,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0294,Vietnam Airlines,1.243.755 VND/khách,17:25,04 thg 5,18:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0317,Vietnam Airlines,1.243.755 VND/khách,20:25,04 thg 5,21:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0162,Vietnam Airlines,1.247.751 VND/khách,05:10,04 thg 5,06:10,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0044,VietJet Air,1.297.000 VND/khách,09:20,04 thg 5,10:20,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0068,VietJet Air,1.297.000 VND/khách,11:35,04 thg 5,12:35,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0271,Vietnam Airlines,1.373.625 VND/khách,15:05,04 thg 5,16:10,04 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0205,Vietnam Airlines,1.473.525 VND/khách,08:10,04 thg 5,08:55,04 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0253,Vietnam Airlines,1.596.402 VND/khách,13:05,04 thg 5,14:00,04 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0228,Vietnam Airlines,1.596.402 VND/khách,10:25,04 thg 5,11:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0318,Vietnam Airlines,1.364.634 VND/khách,20:25,05 thg 5,21:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
PQC0326,Vietravel Airlines,750.120 VND/khách,17:25,05 thg 5,18:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0135,VietJet Air,827.000 VND/khách,17:10,05 thg 5,18:15,05 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0005,Bamboo Airways,869.953 VND/khách,16:30,05 thg 5,17:30,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0170,Vietnam Airlines,883.413 VND/khách,05:25,05 thg 5,06:20,05 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 0 kg,21-04-2025
PQC0020,VietJet Air,1.050.000 VND/khách,05:55,05 thg 5,06:55,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0112,VietJet Air,1.050.000 VND/khách,15:40,05 thg 5,16:40,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0091,VietJet Air,1.158.000 VND/khách,14:05,05 thg 5,15:05,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0045,VietJet Air,1.299.000 VND/khách,09:20,05 thg 5,10:20,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0069,VietJet Air,1.299.000 VND/khách,11:35,05 thg 5,12:35,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
PQC0318,Vietnam Airlines,1.364.634 VND/khách,20:25,05 thg 5,21:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
