id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,checked_baggage,hand_luggage,crawl_date
CXR0008,VietJet Air,1438395,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,23-04-2025
CXR0008,VietJet Air,1441388,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,24-04-2025
CXR0008,VietJet Air,1317698,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,25-04-2025
CXR0008,VietJet Air,1428057,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,26-04-2025
CXR0008,VietJet Air,1422435,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,27-04-2025
CXR0008,VietJet Air,1419443,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,28-04-2025
CXR0008,VietJet Air,1413458,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,29-04-2025
CXR0008,VietJet Air,1444948,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,30-04-2025
CXR0009,VietJet Air,1032413,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,01-05-2025
CXR0009,VietJet Air,1034408,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,02-05-2025
CXR0009,VietJet Air,1043385,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,03-05-2025
CXR0009,VietJet Air,1285778,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,04-05-2025
CXR0009,VietJet Air,1935500,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,05-05-2025
CXR0009,VietJet Air,1027425,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,17-04-2025
CXR0009,VietJet Air,1028423,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,18-04-2025
CXR0009,VietJet Air,1054358,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,19-04-2025
CXR0009,VietJet Air,1056353,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,20-04-2025
CXR0009,VietJet Air,1062338,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,21-04-2025
CXR0009,VietJet Air,1061340,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,22-04-2025
CXR0009,VietJet Air,1063335,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,23-04-2025
CXR0009,VietJet Air,1061340,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,24-04-2025
CXR0009,VietJet Air,1060343,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,25-04-2025
CXR0009,VietJet Air,1056353,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,26-04-2025
CXR0009,VietJet Air,1058348,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,27-04-2025
CXR0009,VietJet Air,1891260,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,28-04-2025
CXR0009,VietJet Air,1878293,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,29-04-2025
CXR0009,VietJet Air,1033410,12:40,07 thg 5,13:40,07 thg 5,1h 0m,CXR,0.0,7.0,30-04-2025
CXR0010,VietJet Air,1445243,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,01-05-2025
CXR0010,VietJet Air,1445394,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,02-05-2025
CXR0010,VietJet Air,1406475,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,03-05-2025
CXR0010,VietJet Air,1449137,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,04-05-2025
CXR0010,VietJet Air,1618610,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,05-05-2025
CXR0010,VietJet Air,1297748,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,06-05-2025
CXR0010,VietJet Air,1900238,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,07-05-2025
CXR0010,VietJet Air,1402485,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,18-04-2025
CXR0010,VietJet Air,1432410,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,19-04-2025
CXR0010,VietJet Air,1433408,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,21-04-2025
CXR0010,VietJet Air,1171065,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,22-04-2025
CXR0010,VietJet Air,1179045,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,23-04-2025
CXR0010,VietJet Air,1177050,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,24-04-2025
CXR0010,VietJet Air,1172063,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,25-04-2025
CXR0010,VietJet Air,1171065,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,26-04-2025
CXR0010,VietJet Air,1163085,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,27-04-2025
CXR0010,VietJet Air,1419443,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,28-04-2025
CXR0010,VietJet Air,1413458,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,29-04-2025
CXR0010,VietJet Air,1444948,12:40,08 thg 5,13:40,08 thg 5,1h 0m,CXR,0.0,7.0,30-04-2025
CXR0011,VietJet Air,1140143,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,01-05-2025
CXR0011,VietJet Air,1140143,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,02-05-2025
CXR0011,VietJet Air,1152113,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,03-05-2025
CXR0011,VietJet Air,1135155,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,04-05-2025
CXR0011,VietJet Air,1155105,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,05-05-2025
CXR0011,VietJet Air,1032413,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,06-05-2025
CXR0011,VietJet Air,1029420,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,07-05-2025
CXR0011,VietJet Air,1064333,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,08-05-2025
CXR0011,VietJet Air,1054358,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,19-04-2025
CXR0011,VietJet Air,1056353,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,20-04-2025
CXR0011,VietJet Air,1062338,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,21-04-2025
CXR0011,VietJet Air,1306725,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,22-04-2025
CXR0011,VietJet Air,1319693,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,23-04-2025
CXR0011,VietJet Air,1928904,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,24-04-2025
CXR0011,VietJet Air,1306725,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,25-04-2025
CXR0011,VietJet Air,1305728,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,26-04-2025
CXR0011,VietJet Air,1300740,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,27-04-2025
CXR0011,VietJet Air,1165080,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,28-04-2025
CXR0011,VietJet Air,1157100,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,29-04-2025
CXR0011,VietJet Air,1141140,12:40,09 thg 5,13:40,09 thg 5,1h 0m,CXR,0.0,7.0,30-04-2025
CXR0012,VietJet Air,1140143,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,01-05-2025
CXR0012,VietJet Air,1143135,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,02-05-2025
CXR0012,VietJet Air,1152113,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,03-05-2025
CXR0012,VietJet Air,1135155,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,04-05-2025
CXR0012,VietJet Air,1155105,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,05-05-2025
CXR0012,VietJet Air,1033410,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,06-05-2025
CXR0012,VietJet Air,1029420,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,07-05-2025
CXR0012,VietJet Air,1024433,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,08-05-2025
CXR0012,VietJet Air,1939140,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,09-05-2025
CXR0012,VietJet Air,1056353,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,20-04-2025
CXR0012,VietJet Air,1062338,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,21-04-2025
CXR0012,VietJet Air,1172063,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,22-04-2025
CXR0012,VietJet Air,1179045,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,23-04-2025
CXR0012,VietJet Air,1928904,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,24-04-2025
CXR0012,VietJet Air,1306725,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,25-04-2025
CXR0012,VietJet Air,1171065,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,26-04-2025
CXR0012,VietJet Air,1159095,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,27-04-2025
CXR0012,VietJet Air,1164083,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,28-04-2025
CXR0012,VietJet Air,1157100,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,29-04-2025
CXR0012,VietJet Air,1141140,12:40,10 thg 5,13:40,10 thg 5,1h 0m,CXR,0.0,7.0,30-04-2025
CXR0013,VietJet Air,1032413,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,01-05-2025
CXR0013,VietJet Air,1034408,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,02-05-2025
CXR0013,VietJet Air,1043385,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,03-05-2025
CXR0013,VietJet Air,1030418,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,04-05-2025
CXR0013,VietJet Air,1052735,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,05-05-2025
CXR0013,VietJet Air,811965,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,06-05-2025
CXR0013,VietJet Air,1029420,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,07-05-2025
CXR0013,VietJet Air,807975,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,08-05-2025
CXR0013,VietJet Air,804983,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,09-05-2025
CXR0013,VietJet Air,1062338,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,21-04-2025
CXR0013,VietJet Air,1061340,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,22-04-2025
CXR0013,VietJet Air,1063335,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,23-04-2025
CXR0013,VietJet Air,1930163,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,24-04-2025
CXR0013,VietJet Air,1172063,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,25-04-2025
CXR0013,VietJet Air,1160093,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,26-04-2025
CXR0013,VietJet Air,1159095,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,27-04-2025
CXR0013,VietJet Air,1167075,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,28-04-2025
CXR0013,VietJet Air,1878293,12:40,11 thg 5,13:40,11 thg 5,1h 0m,CXR,0.0,7.0,29-04-2025
